random2;rn-20000-20000-1-2-2;otftl-n;0.029169;15;20000;29985;12642
random2;rn-400000-400000-1-2-3;tl-n;5.496967;93;400000;600078;252677
random2;rn-400000-400000-1-2-3;tl;5.362786;93;400000;600078;252677
random2;rn-400000-400000-1-2-3;otftl;4.819382;72;400000;600078;252677
random2;rn-400000-400000-1-2-3;otfatl-n;4.906604;74;400000;600078;252677
random2;rn-400000-400000-1-2-3;atl-n;5.474999;83;400000;600078;252677
random2;rn-400000-400000-1-2-3;atl;5.849215;83;400000;600078;252677
random2;rn-400000-400000-1-2-3;otfatl;4.638612;74;400000;600078;252677
random2;rn-400000-400000-1-2-3;otftl-n;4.859331;72;400000;600078;252677
modelchecking;CABPdatasize=4_no_generation_of_messages;tl-n;0.002203;0;2946;10597;1
modelchecking;CABPdatasize=4_no_generation_of_messages;otfatl-n;0.002161;0;2946;10597;1
modelchecking;CABPdatasize=4_no_generation_of_messages;atl-n;0.002211;0;2946;10597;1
modelchecking;CABPdatasize=4_no_generation_of_messages;otftl-n;0.002150;0;2946;10597;1
modelchecking;Lift_(Correct)nlifts=4_safety_2_1;tl-n;0.004104;0;18625;47653;2
modelchecking;Lift_(Correct)nlifts=4_safety_2_1;otfatl-n;0.004139;0;18625;47653;2
modelchecking;Lift_(Correct)nlifts=4_safety_2_1;atl-n;0.004272;0;18625;47653;2
modelchecking;Lift_(Correct)nlifts=4_safety_2_1;otftl-n;0.004095;0;18625;47653;2
modelchecking;ABP(BW)datasize=4_no_duplication_of_messages;tl-n;0.000395;0;956;1221;1
modelchecking;ABP(BW)datasize=4_no_duplication_of_messages;otfatl-n;0.000400;0;956;1221;1
modelchecking;ABP(BW)datasize=4_no_duplication_of_messages;atl-n;0.000425;0;956;1221;1
modelchecking;ABP(BW)datasize=4_no_duplication_of_messages;otftl-n;0.000399;0;956;1221;1
random2;rn-70000-70000-1-2-4;tl-n;0.515698;62;70000;104953;44314
random2;rn-70000-70000-1-2-4;tl;0.514522;62;70000;104953;44314
random2;rn-70000-70000-1-2-4;otftl;0.456932;61;70000;104953;44314
random2;rn-70000-70000-1-2-4;otfatl-n;0.459815;61;70000;104953;44314
random2;rn-70000-70000-1-2-4;atl-n;0.528138;61;70000;104953;44314
random2;rn-70000-70000-1-2-4;atl;0.538193;61;70000;104953;44314
